created_date;is_retweet;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;name;profile_description;total_number_of_tweets;is_verified;followers_count;friends_count;retweets_count;favorite_count;url;listed_count;default_profile;default_profile_image;has_extended_profile;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter;bot;id
2019-03-17 01:27:00;True;;RT @dockaurG: Shameful. @CMA_Docs @drgigiosler attended/promoted @UN_Women’s @UN_CSW as self proclaimed “feminists” where Iran’s misogynist…;en;;'dockaurG' 'CMA_Docs' 'drgigiosler' 'UN_Women' 'UN_CSW';Canada ;;;;2013-02-14 03:23:16;Lazarus1940;SewerRatLaz🐀;Rational Anarchist Website Contractarian Writing about politics since late 80s. Have yet to get status card. Autodidact &  Idiot-hater;94834;False;2279;1892;38;0;http://t.co/zu78ype4A2;63;False;False;False;english;RT @dockaurG: Shameful. @CMA_Docs @drgigiosler attended/promoted @UN_Women’s @UN_CSW as self proclaimed “feminists” where Iran’s misogynist…;  shameful.   attended/promoted   as self proclaimed “feminists” where iran’s misogynist…;shameful . attended/promoted self proclaimed “ feminists ” iran ’ misogynist… ;[('shameful', 'NN'), ('.', '.'), ('attended/promoted', 'VBN'), ('self', 'NN'), ('proclaimed', 'VBN'), ('“', 'JJ'), ('feminists', 'NNS'), ('”', 'VBP'), ('iran', 'JJ'), ('’', 'NNP'), ('misogynist…', 'NN')];shame . attended/promot self proclaim “ feminist ” iran ’ misogynist…;shameful . attended/promoted self proclaim “ feminist ” iran ’ misogynist…;0;653
2019-03-17 01:26:30;True;;RT @nytimesbusiness: A #Metoo lawsuit roiling Wall Street contains a startling narrative of power and abuse. Yet the plaintiff can’t rememb…;en;'Metoo';'nytimesbusiness';New York, NY;;;;2016-01-08 19:19:52;ellenjpollock1;ellen joan pollock;Editor of Biz Day @nytimes. Former editor of Bloomberg Businessweek, former editor and reporter @WSJ, always a chocolate expert.;7648;False;2456;515;5;0;https://t.co/btzTYAGyNr;61;True;False;True;english;RT @nytimesbusiness: A #Metoo lawsuit roiling Wall Street contains a startling narrative of power and abuse. Yet the plaintiff can’t rememb…;  a  lawsuit roiling wall street contains a staling narrative of power and abuse. yet the plaintiff can’t rememb…;lawsuit roiling wall street contains staling narrative power abuse . yet plaintiff ’ rememb… ;[('lawsuit', 'NN'), ('roiling', 'VBG'), ('wall', 'JJ'), ('street', 'NN'), ('contains', 'NNS'), ('staling', 'VBG'), ('narrative', 'JJ'), ('power', 'NN'), ('abuse', 'NN'), ('.', '.'), ('yet', 'RB'), ('plaintiff', 'JJ'), ('’', 'NN'), ('rememb…', 'NN')];lawsuit roil wall street contain stale narr power abus . yet plaintiff ’ rememb…;lawsuit roil wall street contains stale narrative power abuse . yet plaintiff ’ rememb…;0;654
2019-03-17 01:25:11;False;who is bein sexist out here - the airlines or the #metoo victim in a bra 😀 https://t.co/PjpD1Byh95;;en;'metoo';;Dep.Councillor,Chairperson EIR;;;;2012-09-28 12:00:26;DissidentDawes;Edward Dawes;Truth is never politically correct. My tweets mirror Norwegian society. Won discrimination charges against NRK Norway`s official Tv. NRI ViSiONARY AWARDEE;13099;False;3697;3621;0;0;;10;True;False;False;english;who is bein sexist out here - the airlines or the #metoo victim in a bra 😀 https://t.co/PjpD1Byh95;who is bein sexist out here - the airlines or the  victim in a bra 😀 ;bein sexist - airlines victim bra 😀 ;[('bein', 'NNS'), ('sexist', 'VBP'), ('-', ':'), ('airlines', 'NNS'), ('victim', 'VBP'), ('bra', 'NN'), ('😀', 'NN')];bein sexist - airlin victim bra 😀;bein sexist - airline victim bra 😀;0;655
2019-03-17 01:24:38;False;@mjakbar Attention!! Cowkidar in boxer. #MeToo 😂😂😂;;en;'MeToo';'mjakbar';Bangalore , MosCOW;;;;2017-03-08 18:19:03;m_f2207;CàvéMàń 👀🧢;👨‍💻PhD from Hardwork university 😜 Not a T seller ☕️ wanna be HRD minister one day. My degree certificate is eaten by holy cow 🐮.;14444;False;256;448;0;7;;2;True;False;False;english;@mjakbar Attention!! Cowkidar in boxer. #MeToo 😂😂😂; attention!! cowkidar in boxer.  😂😂😂;attention ! ! cowkidar boxer . 😂😂😂 ;[('attention', 'NN'), ('!', '.'), ('!', '.'), ('cowkidar', 'NN'), ('boxer', 'NN'), ('.', '.'), ('😂😂😂', 'NN')];attent ! ! cowkidar boxer . 😂😂😂;attention ! ! cowkidar boxer . 😂😂😂;0;657
2019-03-17 01:24:07;False;@anonymousparty2 I have now words. Other than you are a true warrior #metoo;;en;'metoo';'anonymousparty2';;;;;2015-05-22 04:33:28;mbolton375;M. Bolton;I am a passionate person about things I am passionate about. I am a History major at WSU. I love Genealogy, I am part of the resistance ⚫️;608;False;18;87;0;0;;0;True;False;False;english;@anonymousparty2 I have now words. Other than you are a true warrior #metoo; i have now words. other than you are a true warrior ;words . true warrior ;[('words', 'NNS'), ('.', '.'), ('true', 'JJ'), ('warrior', 'NN')];word . true warrior;word . true warrior;0;658
2019-03-17 01:23:20;True;;RT @Caidadelatorre: Anoche le apuntaron con un arma a Lina Castillo, la joven que denunció a Hollman Morris por acoso. La golpearon y le di…;es;;'Caidadelatorre';Bogotá, D.C., Colombia;;;;2018-05-05 03:21:40;Monicongo_;Peripatético🌳;#SigamonosLosBuenos | Ing Industrial | Obsesionado con la ortografía | Salsero🎵 | Ambientalista🌳 | 🏊‍♂️🚴‍♀️🧘‍♀️ | Se habla de todo al tiempo | Progresista;7052;False;710;978;151;0;;3;True;False;True;spanish;RT @Caidadelatorre: Anoche le apuntaron con un arma a Lina Castillo, la joven que denunció a Hollman Morris por acoso. La golpearon y le di…;  anoche le apuntaron con un arma a lina castillo, la joven que denunció a hollman morris por acoso. la golpearon y le di…;anoche apuntaron arma lina castillo , joven denunció hollman morris acoso . golpearon di… ;[('anoche', 'NN'), ('apuntaron', 'NN'), ('arma', 'JJ'), ('lina', 'NN'), ('castillo', 'NN'), (',', ','), ('joven', 'RB'), ('denunció', 'JJ'), ('hollman', 'NN'), ('morris', 'NN'), ('acoso', 'NN'), ('.', '.'), ('golpearon', 'NN'), ('di…', 'NN')];anoch apuntaron arma lina castillo , joven denunció hollman morri acoso . golpearon di…;anoche apuntaron arma lina castillo , joven denunció hollman morris acoso . golpearon di…;0;659
2019-03-17 01:23:10;False;"#I_Have_a_Dream😊#MeToo  😍
#Freedom #Justice &amp; #Democracy😍🤗

Don't go shaving, fellas.

#Quote 😀#Team_1W1Lツ👉Alexander Conquistador Antebi https://t.co/H9DI6ImJTC";;en;'I_Have_a_Dream', 'MeToo', 'Freedom', 'Justice', 'Democracy', 'Quote', 'Team_1W1Lツ';;Near me ... most of the time ...;;;;2018-11-02 12:58:23;Paolo_Pap_1;Paolo;🖕🐸Ciao ... People ... 👉#I_Have_a_Dream😊#MeToo  😍#Freedom #Justice & #Democracy😍🤗#Quote ...😀#Team_1W1Lツ😀Thank you for visiting my World ...;114620;False;1366;1339;0;0;https://t.co/L0FNLpPEMd;3;True;False;True;english;"#I_Have_a_Dream😊#MeToo  😍
#Freedom #Justice &amp; #Democracy😍🤗

Don't go shaving, fellas.

#Quote 😀#Team_1W1Lツ👉Alexander Conquistador Antebi https://t.co/H9DI6ImJTC";"  😍
  &amp; emocracy😍🤗

don't go shaving, fellas.

 😀 conquistador antebi ";"😍 & amp ; emocracy😍🤗 n't go shaving , fellas . 😀 conquistador antebi ";"[('😍', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('emocracy😍🤗', 'CC'), (""n't"", 'RB'), ('go', 'VB'), ('shaving', 'VBG'), (',', ','), ('fellas', 'NNS'), ('.', '.'), ('😀', 'JJ'), ('conquistador', 'NN'), ('antebi', 'NN')]";"😍 & amp ; emocracy😍🤗 n't go shave , fella . 😀 conquistador antebi";"😍 & amp ; emocracy😍🤗 n't go shave , fella . 😀 conquistador antebi";0;660
2019-03-17 01:23:09;False;"Shameful. @CMA_Docs @drgigiosler attended/promoted @UN_Women’s @UN_CSW as self proclaimed “feminists” where Iran’s misogynistic regime was appointed to the head of @UN_CSW to judge women’s rights violations

Is this CMA’s new std for #WomenInMedicine in #Canada? #cdnhealth #metoo https://t.co/6w4NNGGA52";;en;'WomenInMedicine', 'Canada', 'cdnhealth', 'metoo';'CMA_Docs' 'drgigiosler' 'UN_Women' 'UN_CSW' 'UN_CSW';Ontario, Canada;;;;2015-11-01 01:33:51;dockaurG;Kulvinder Kaur MD;Physician. #Patient #HumanRights #CareNotCuts Advocate. Volunteer. President & CoFounder - Concerned Ontario Doctors @OnCall4ON. Cupcake Connoisseur. Tweets own;13887;False;2530;598;38;42;https://t.co/wjh4QGfQ3X;62;False;False;False;english;"Shameful. @CMA_Docs @drgigiosler attended/promoted @UN_Women’s @UN_CSW as self proclaimed “feminists” where Iran’s misogynistic regime was appointed to the head of @UN_CSW to judge women’s rights violations

Is this CMA’s new std for #WomenInMedicine in #Canada? #cdnhealth #metoo https://t.co/6w4NNGGA52";"shameful.   attended/promoted   as self proclaimed “feminists” where iran’s misogynistic regime was appointed to the head of  to judge women’s rights violations

is this cma’s new std for  in    ";shameful . attended/promoted self proclaimed “ feminists ” iran ’ misogynistic regime appointed head judge women ’ rights violations cma ’ new std ;[('shameful', 'NN'), ('.', '.'), ('attended/promoted', 'VBN'), ('self', 'NN'), ('proclaimed', 'VBN'), ('“', 'JJ'), ('feminists', 'NNS'), ('”', 'VBP'), ('iran', 'JJ'), ('’', 'NNP'), ('misogynistic', 'JJ'), ('regime', 'NN'), ('appointed', 'VBN'), ('head', 'NN'), ('judge', 'NN'), ('women', 'NNS'), ('’', 'NNP'), ('rights', 'NNS'), ('violations', 'NNS'), ('cma', 'VBP'), ('’', 'JJ'), ('new', 'JJ'), ('std', 'NN')];shame . attended/promot self proclaim “ feminist ” iran ’ misogynist regim appoint head judg women ’ right violat cma ’ new std;shameful . attended/promoted self proclaim “ feminist ” iran ’ misogynistic regime appoint head judge woman ’ right violation cma ’ new std;0;661
2019-03-17 01:23:00;True;;RT @Saurabh_MLAgk: #MeToo Chowkidar https://t.co/TAtBoLuHYt;en;'MeToo';'Saurabh_MLAgk';New Delhi, India;;;;2014-01-29 15:16:27;delhi_kapil;kคpil;☺☺☺ AK के राज में, दिल्ली वाले मौज में। ☺☺☺ .A haappppyy delhiite, But a very concerned Indian :-(  . PLS RT BLOOD REQS.;245875;False;3057;2114;262;0;;119;False;False;True;english;RT @Saurabh_MLAgk: #MeToo Chowkidar https://t.co/TAtBoLuHYt;   chowkidar ;chowkidar ;[('chowkidar', 'NN')];chowkidar;chowkidar;0;662
2019-03-17 01:22:37;False;"@AutumnOnVenus #metoo Saw a poster yesterday in my university that said the movement was to bring awareness around ""male violence towards women"". If that wasn't a clear example of how they only care about one side, idk what is.";;en;'metoo';'AutumnOnVenus';Montreal, Qc, Canada;;;;2011-09-13 19:41:18;famas_yutubr;Anthony Delorme;I make shitty memes because there aren't enough meme channels out there already;1373;False;208;439;0;8;https://t.co/HaiOywxvjB;0;False;False;True;english;"@AutumnOnVenus #metoo Saw a poster yesterday in my university that said the movement was to bring awareness around ""male violence towards women"". If that wasn't a clear example of how they only care about one side, idk what is.";"  saw a poster yesterday in my university that said the movement was to bring awareness around ""male violence towards women"". if that wasn't a clear example of how they only care about one side, idk what is.";saw poster yesterday university said movement bring awareness around `` male violence towards women '' . n't clear example care one side , idk . ;"[('saw', 'NN'), ('poster', 'NN'), ('yesterday', 'NN'), ('university', 'NN'), ('said', 'VBD'), ('movement', 'NN'), ('bring', 'NN'), ('awareness', 'NN'), ('around', 'IN'), ('``', '``'), ('male', 'JJ'), ('violence', 'NN'), ('towards', 'NNS'), ('women', 'NNS'), ('``', '``'), ('.', '.'), (""n't"", 'RB'), ('clear', 'JJ'), ('example', 'NN'), ('care', 'NN'), ('one', 'CD'), ('side', 'NN'), (',', ','), ('idk', 'NN'), ('.', '.')]";saw poster yesterday univers said movement bring awar around `` male violenc toward women `` . n't clear exampl care one side , idk .;saw poster yesterday university say movement bring awareness around `` male violence towards woman `` . n't clear example care one side , idk .;0;663
2019-03-17 01:20:04;False;"@mjakbar Great initiative sir. Chowkidhar of Women's Hostels to protect them from sexual assaults from other men. The need of the day. #MeTooChowkidar #MeTooIndia
#MeToo #Savior
@priyaramani @ireddy_sona @RenukaJain6 @renukash @Smita_Sharma @SushmaSwaraj @Manekagandhibjp @Pranali_Recruit";;en;'MeTooChowkidar', 'MeTooIndia', 'MeToo', 'Savior';'mjakbar' 'priyaramani' 'ireddy_sona' 'RenukaJain6' 'renukash' 'Smita_Sharma' 'SushmaSwaraj' 'Manekagandhibjp' 'Pranali_Recruit';India ;;;;2011-06-22 16:44:23;s_anoopkumar;S. Anoop Kumar;A senior citizen, social and RTI activist, trying to educate and create awareness among people to make life easy and worthwhile. RTs not endorsements. 🙏;7034;False;172;28;0;0;;1;True;False;False;english;"@mjakbar Great initiative sir. Chowkidhar of Women's Hostels to protect them from sexual assaults from other men. The need of the day. #MeTooChowkidar #MeTooIndia
#MeToo #Savior
@priyaramani @ireddy_sona @RenukaJain6 @renukash @Smita_Sharma @SushmaSwaraj @Manekagandhibjp @Pranali_Recruit";" great initiative sir. chowkidhar of women's hostels to protect them from sexual assaults from other men. the need of the day.  etooindia
 avior
       ";great initiative sir . chowkidhar women 's hostels protect sexual assaults men . need day . etooindia avior ;"[('great', 'JJ'), ('initiative', 'JJ'), ('sir', 'NN'), ('.', '.'), ('chowkidhar', 'JJ'), ('women', 'NNS'), (""'s"", 'POS'), ('hostels', 'NNS'), ('protect', 'VBP'), ('sexual', 'JJ'), ('assaults', 'NNS'), ('men', 'NNS'), ('.', '.'), ('need', 'DT'), ('day', 'NN'), ('.', '.'), ('etooindia', 'VB'), ('avior', 'JJ')]";great initi sir . chowkidhar women 's hostel protect sexual assault men . need day . etooindia avior;great initiative sir . chowkidhar woman 's hostel protect sexual assault men . need day . etooindia avior;0;664
2019-03-17 01:19:52;True;;"RT @LeadingWPassion: Why you should stop expecting praise and support from others: 
https://t.co/oLJhpoBfqq
#feminism #metoo https://t.co/F…";en;'feminism', 'metoo';'LeadingWPassion';London, England;;;;2014-07-07 23:30:56;WalkingImpress;Finley Harper;Fashion trends shared, daily. #WalkingImpression or tag for a feature.;96837;False;7383;5938;1;0;;59;False;False;True;english;"RT @LeadingWPassion: Why you should stop expecting praise and support from others: 
https://t.co/oLJhpoBfqq
#feminism #metoo https://t.co/F…";"  why you should stop expecting praise and suppo from others: 

  ";stop expecting praise suppo others : ;[('stop', 'NN'), ('expecting', 'VBG'), ('praise', 'NN'), ('suppo', 'NN'), ('others', 'NNS'), (':', ':')];stop expect prais suppo other :;stop expect praise suppo others :;0;665
